TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
GO:0009008	DNA-methyltransferase activity	0.0136927095790231	-4.29089173530536	4	1	0.024390243902439	41	11917	553189	dnmt3ab
GO:0000976	transcription regulatory region sequence-specific DNA binding	0.014433207478856	-4.23822365238957	149	3	0.0731707317073171	41	11917	492346,724016,436766	fosb,npas4a,jdp2b
GO:0046983	protein dimerization activity	0.0152699557680773	-4.18186805641085	280	4	0.0975609756097561	41	11917	323656,724016,100003969,568412	her8a,npas4a,zgc:165551,si:ch211-45c16.2
GO:1990837	sequence-specific double-stranded DNA binding	0.0160322946215777	-4.13315017715412	155	3	0.0731707317073171	41	11917	724016,492346,436766	npas4a,fosb,jdp2b
GO:0000982	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	0.0197582819395513	-3.92418253682145	63	2	0.0487804878048781	41	11917	492346,436766	fosb,jdp2b
GO:0052744	phosphatidylinositol monophosphate phosphatase activity	0.0238420311564219	-3.73630524089992	7	1	0.024390243902439	41	11917	558940	sacm1la
GO:0016634	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor	0.0238420311564219	-3.73630524089992	7	1	0.024390243902439	41	11917	321294	cpox
GO:0004887	thyroid hormone receptor activity	0.0238420311564219	-3.73630524089992	7	1	0.024390243902439	41	11917	402815	nr1d2a
GO:0003690	double-stranded DNA binding	0.0284132315868244	-3.5609003413686	193	3	0.0731707317073171	41	11917	724016,492346,436766	npas4a,fosb,jdp2b
GO:0034596	phosphatidylinositol phosphate 4-phosphatase activity	0.0305515631278858	-3.4883394284579	9	1	0.024390243902439	41	11917	558940	sacm1la
GO:0051184	cofactor transporter activity	0.0305515631278858	-3.4883394284579	9	1	0.024390243902439	41	11917	449947	slc16a12b
GO:0072349	modified amino acid transmembrane transporter activity	0.0305515631278858	-3.4883394284579	9	1	0.024390243902439	41	11917	449947	slc16a12b
GO:0001055	RNA polymerase II activity	0.0305515631278858	-3.4883394284579	9	1	0.024390243902439	41	11917	436817	polr2f
GO:0043565	sequence-specific DNA binding	0.0325594808791901	-3.42468668148871	523	5	0.121951219512195	41	11917	492346,402815,724016,436766,405850	fosb,nr1d2a,npas4a,jdp2b,foxg1b
GO:0017049	GTP-Rho binding	0.0338894356433757	-3.38465194610214	10	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	0.0338894356433757	-3.38465194610214	10	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0019207	kinase regulator activity	0.0359438574867737	-3.32579707209044	87	2	0.0487804878048781	41	11917	406311,557176	pik3r3a,pik3r1
GO:0046943	carboxylic acid transmembrane transporter activity	0.0367009941871646	-3.30495143472001	88	2	0.0487804878048781	41	11917	795588,449947	slc16a9a,slc16a12b
GO:0005342	organic acid transmembrane transporter activity	0.0382337516918183	-3.26403660133019	90	2	0.0487804878048781	41	11917	449947,795588	slc16a12b,slc16a9a
GO:0044212	transcription regulatory region DNA binding	0.0395799097061193	-3.22943362011099	220	3	0.0731707317073171	41	11917	724016,492346,436766	npas4a,fosb,jdp2b
GO:0003677	DNA binding	0.0397725466293302	-3.22457838788428	1151	8	0.195121951219512	41	11917	436766,436817,405850,323656,492346,402815,100003969,724016	jdp2b,polr2f,foxg1b,her8a,fosb,nr1d2a,zgc:165551,npas4a
GO:0001054	RNA polymerase I activity	0.0405315779725631	-3.20567390565389	12	1	0.024390243902439	41	11917	436817	polr2f
GO:0015129	lactate transmembrane transporter activity	0.0405315779725631	-3.20567390565389	12	1	0.024390243902439	41	11917	449947	slc16a12b
GO:0031072	heat shock protein binding	0.0438359211313488	-3.12730168055797	13	1	0.024390243902439	41	11917	368924	fkbp5
GO:1901338	catecholamine binding	0.0438359211313488	-3.12730168055797	13	1	0.024390243902439	41	11917	100037315	adrb2b
GO:0001067	regulatory region nucleic acid binding	0.0442075344619927	-3.11886004148463	230	3	0.0731707317073171	41	11917	724016,492346,436766	npas4a,fosb,jdp2b
GO:0000975	regulatory region DNA binding	0.0442075344619927	-3.11886004148463	230	3	0.0731707317073171	41	11917	436766,724016,492346	jdp2b,npas4a,fosb
GO:0005035	death receptor activity	0.0471291609852808	-3.05486334034201	14	1	0.024390243902439	41	11917	100333821	tnfrsf11a
GO:0005031	tumor necrosis factor-activated receptor activity	0.0471291609852808	-3.05486334034201	14	1	0.024390243902439	41	11917	100333821	tnfrsf11a
GO:0004709	MAP kinase kinase kinase activity	0.050411333918259	-2.98753924985584	15	1	0.024390243902439	41	11917	568412	si:ch211-45c16.2
GO:0008514	organic anion transmembrane transporter activity	0.0522054972237904	-2.95256747883775	107	2	0.0487804878048781	41	11917	449947,795588	slc16a12b,slc16a9a
GO:0005528	FK506 binding	0.0536824761893377	-2.92466865866916	16	1	0.024390243902439	41	11917	368924	fkbp5
GO:0005527	macrolide binding	0.0536824761893377	-2.92466865866916	16	1	0.024390243902439	41	11917	368924	fkbp5
GO:0004935	adrenergic receptor activity	0.0569426239487931	-2.86571111549657	17	1	0.024390243902439	41	11917	100037315	adrb2b
GO:0008144	drug binding	0.0569426239487931	-2.86571111549657	17	1	0.024390243902439	41	11917	368924	fkbp5
GO:0004871	signal transducer activity	0.0572018042443831	-2.86116983835988	811	6	0.146341463414634	41	11917	568412,100037315,402815,100332193,100333821,557341	si:ch211-45c16.2,adrb2b,nr1d2a,ghsrb,tnfrsf11a,cmklr1
GO:0038023	signaling receptor activity	0.0590154820597385	-2.82995546170714	617	5	0.121951219512195	41	11917	557341,100333821,402815,100332193,100037315	cmklr1,tnfrsf11a,nr1d2a,ghsrb,adrb2b
GO:1902936	phosphatidylinositol bisphosphate binding	0.063430079943091	-2.75781708300146	19	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0001056	RNA polymerase III activity	0.063430079943091	-2.75781708300146	19	1	0.024390243902439	41	11917	436817	polr2f
GO:0052866	phosphatidylinositol phosphate phosphatase activity	0.0698739887851046	-2.66106181938111	21	1	0.024390243902439	41	11917	558940	sacm1la
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	0.0698739887851046	-2.66106181938111	21	1	0.024390243902439	41	11917	324079	adi1
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	0.0698739887851046	-2.66106181938111	21	1	0.024390243902439	41	11917	324079	adi1
GO:0004930	G-protein coupled receptor activity	0.0881898441206006	-2.42826346862414	307	3	0.0731707317073171	41	11917	100037315,100332193,557341	adrb2b,ghsrb,cmklr1
GO:1901618	organic hydroxy compound transmembrane transporter activity	0.092088834943405	-2.38500157061128	28	1	0.024390243902439	41	11917	449947	slc16a12b
GO:0017048	Rho GTPase binding	0.092088834943405	-2.38500157061128	28	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:1901981	phosphatidylinositol phosphate binding	0.0952198264265759	-2.35156709808472	29	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0060089	molecular transducer activity	0.105413293679847	-2.24986652483334	734	5	0.121951219512195	41	11917	100332193,402815,100333821,557341,100037315	ghsrb,nr1d2a,tnfrsf11a,cmklr1,adrb2b
GO:0004872	receptor activity	0.105413293679847	-2.24986652483334	734	5	0.121951219512195	41	11917	402815,100332193,100333821,557341,100037315	nr1d2a,ghsrb,tnfrsf11a,cmklr1,adrb2b
GO:0004888	transmembrane signaling receptor activity	0.112217011741251	-2.18732067758942	538	4	0.0975609756097561	41	11917	100037315,100332193,100333821,557341	adrb2b,ghsrb,tnfrsf11a,cmklr1
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	0.113785746963142	-2.17343801150346	35	1	0.024390243902439	41	11917	436817	polr2f
GO:0034062	5'-3' RNA polymerase activity	0.113785746963142	-2.17343801150346	35	1	0.024390243902439	41	11917	436817	polr2f
GO:0097747	RNA polymerase activity	0.113785746963142	-2.17343801150346	35	1	0.024390243902439	41	11917	436817	polr2f
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	0.116843715687623	-2.14691800046515	36	1	0.024390243902439	41	11917	368924	fkbp5
GO:0008509	anion transmembrane transporter activity	0.117971370532118	-2.13731330656327	172	2	0.0487804878048781	41	11917	795588,449947	slc16a9a,slc16a12b
GO:0016859	cis-trans isomerase activity	0.122928800960625	-2.09614994518902	38	1	0.024390243902439	41	11917	368924	fkbp5
GO:0099600	transmembrane receptor activity	0.126778859910858	-2.06531097082424	563	4	0.0975609756097561	41	11917	100037315,100332193,100333821,557341	adrb2b,ghsrb,tnfrsf11a,cmklr1
GO:0008227	G-protein coupled amine receptor activity	0.131979803774717	-2.02510636980841	41	1	0.024390243902439	41	11917	100037315	adrb2b
GO:0098531	transcription factor activity, direct ligand regulated sequence-specific DNA binding	0.140939659235395	-1.95942342888528	44	1	0.024390243902439	41	11917	402815	nr1d2a
GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	0.140939659235395	-1.95942342888528	44	1	0.024390243902439	41	11917	402815	nr1d2a
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	0.143906177714588	-1.93859373540163	45	1	0.024390243902439	41	11917	321294	cpox
GO:0051213	dioxygenase activity	0.167281250382064	-1.78807874910452	53	1	0.024390243902439	41	11917	324079	adi1
GO:0003714	transcription corepressor activity	0.173027020636003	-1.75430750803312	55	1	0.024390243902439	41	11917	767809	runx1t1
GO:0015171	amino acid transmembrane transporter activity	0.175885382810841	-1.73792273011828	56	1	0.024390243902439	41	11917	449947	slc16a12b
GO:0051082	unfolded protein binding	0.18440275884482	-1.69063300677405	59	1	0.024390243902439	41	11917	641576	zgc:122979
GO:0003777	microtubule motor activity	0.187222752686737	-1.67545618019429	60	1	0.024390243902439	41	11917	100149555	stard9
GO:0005515	protein binding	0.187461082326556	-1.67418401604045	2137	10	0.24390243902439	41	11917	100002110,567159,567576,100003969,724016,100149555,368924,568412,323656,641576	stxbp6l,tnfaip2a,syne1b,zgc:165551,npas4a,stard9,fkbp5,si:ch211-45c16.2,her8a,zgc:122979
GO:0101005	ubiquitinyl hydrolase activity	0.195625779180072	-1.63155173466653	63	1	0.024390243902439	41	11917	494031	usp2a
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	0.195625779180072	-1.63155173466653	63	1	0.024390243902439	41	11917	494031	usp2a
GO:0003707	steroid hormone receptor activity	0.198407906988273	-1.61743023115397	64	1	0.024390243902439	41	11917	402815	nr1d2a
GO:0008289	lipid binding	0.203467250307269	-1.59225021920147	243	2	0.0487804878048781	41	11917	100002110,100149555	stxbp6l,stard9
GO:0051015	actin filament binding	0.22032951637793	-1.5126310514981	72	1	0.024390243902439	41	11917	567576	syne1b
GO:0019783	ubiquitin-like protein-specific protease activity	0.228398401961808	-1.47666379788935	75	1	0.024390243902439	41	11917	494031	usp2a
GO:0015293	symporter activity	0.231069881906059	-1.46503509513616	76	1	0.024390243902439	41	11917	449947	slc16a12b
GO:0042803	protein homodimerization activity	0.259867036514807	-1.34758517679515	87	1	0.024390243902439	41	11917	568412	si:ch211-45c16.2
GO:0016779	nucleotidyltransferase activity	0.264988616335427	-1.32806841114341	89	1	0.024390243902439	41	11917	436817	polr2f
GO:0097159	organic cyclic compound binding	0.270401977008531	-1.30784562341797	3979	16	0.390243902439024	41	11917	323656,405850,568412,445498,565869,724016,100003969,402815,492346,436817,100006464,436766,368924,100149555,334202,100037315	her8a,foxg1b,si:ch211-45c16.2,rab4b,klf9,npas4a,zgc:165551,nr1d2a,fosb,polr2f,si:dkey-27j5.5,jdp2b,fkbp5,stard9,plk3,adrb2b
GO:0004702	signal transducer, downstream of receptor, with serine/threonine kinase activity	0.277641768200923	-1.28142359984884	94	1	0.024390243902439	41	11917	568412	si:ch211-45c16.2
GO:0000149	SNARE binding	0.280146774332823	-1.2724416191088	95	1	0.024390243902439	41	11917	567159	tnfaip2a
GO:0035091	phosphatidylinositol binding	0.292545226749004	-1.22913600289876	100	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0003774	motor activity	0.297446056094025	-1.21252239449134	102	1	0.024390243902439	41	11917	100149555	stard9
GO:0005057	signal transducer activity, downstream of receptor	0.311950650561941	-1.16491027495888	108	1	0.024390243902439	41	11917	568412	si:ch211-45c16.2
GO:0046982	protein heterodimerization activity	0.314339508487602	-1.15728163996818	109	1	0.024390243902439	41	11917	100003969	zgc:165551
GO:0042802	identical protein binding	0.326162946414673	-1.12035818686381	114	1	0.024390243902439	41	11917	568412	si:ch211-45c16.2
GO:0017016	Ras GTPase binding	0.32850364955428	-1.11320733136491	115	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0005506	iron ion binding	0.335478264316762	-1.0921981106102	118	1	0.024390243902439	41	11917	324079	adi1
GO:0031267	small GTPase binding	0.337787391463659	-1.08533860075307	119	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0016853	isomerase activity	0.337787391463659	-1.08533860075307	119	1	0.024390243902439	41	11917	368924	fkbp5
GO:0005525	GTP binding	0.34133691404638	-1.07488527173556	351	2	0.0487804878048781	41	11917	100006464,445498	si:dkey-27j5.5,rab4b
GO:0051020	GTPase binding	0.342382184994832	-1.07182766587296	121	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0032561	guanyl ribonucleotide binding	0.350176505470123	-1.04931795027266	358	2	0.0487804878048781	41	11917	100006464,445498	si:dkey-27j5.5,rab4b
GO:0019001	guanyl nucleotide binding	0.351436447203152	-1.04572638862148	359	2	0.0487804878048781	41	11917	445498,100006464	rab4b,si:dkey-27j5.5
GO:0004674	protein serine/threonine kinase activity	0.356468678649938	-1.03150890091196	363	2	0.0487804878048781	41	11917	568412,334202	si:ch211-45c16.2,plk3
GO:0008017	microtubule binding	0.369304802564251	-0.996132952701677	133	1	0.024390243902439	41	11917	100149555	stard9
GO:0003676	nucleic acid binding	0.372037362673822	-0.988760992457259	2260	9	0.219512195121951	41	11917	492346,724016,402815,100003969,436766,565869,436817,405850,323656	fosb,npas4a,nr1d2a,zgc:165551,jdp2b,klf9,polr2f,foxg1b,her8a
GO:1901363	heterocyclic compound binding	0.375341082831572	-0.979920112187989	3951	15	0.365853658536585	41	11917	492346,334202,100003969,402815,724016,368924,100149555,565869,445498,568412,436766,405850,436817,100006464,323656	fosb,plk3,zgc:165551,nr1d2a,npas4a,fkbp5,stard9,klf9,rab4b,si:ch211-45c16.2,jdp2b,foxg1b,polr2f,si:dkey-27j5.5,her8a
GO:0008234	cysteine-type peptidase activity	0.384509845703875	-0.955785883852252	140	1	0.024390243902439	41	11917	494031	usp2a
GO:0015291	secondary active transmembrane transporter activity	0.399357049666785	-0.9178994009217	147	1	0.024390243902439	41	11917	449947	slc16a12b
GO:0015631	tubulin binding	0.411804646434504	-0.887206201221156	153	1	0.024390243902439	41	11917	100149555	stard9
GO:0008092	cytoskeletal protein binding	0.419344061616358	-0.869063546576372	414	2	0.0487804878048781	41	11917	567576,100149555	syne1b,stard9
GO:0005543	phospholipid binding	0.421985086674131	-0.862785305205345	158	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0032403	protein complex binding	0.430005478471595	-0.843957329744075	162	1	0.024390243902439	41	11917	567576	syne1b
GO:0008168	methyltransferase activity	0.443780681599016	-0.812424798951098	169	1	0.024390243902439	41	11917	553189	dnmt3ab
GO:0003712	transcription cofactor activity	0.443780681599016	-0.812424798951098	169	1	0.024390243902439	41	11917	767809	runx1t1
GO:0016741	transferase activity, transferring one-carbon groups	0.457230903648308	-0.78256675606429	176	1	0.024390243902439	41	11917	553189	dnmt3ab
GO:0030234	enzyme regulator activity	0.461944439069216	-0.772310656887368	450	2	0.0487804878048781	41	11917	406311,557176	pik3r3a,pik3r1
GO:0000989	transcription factor activity, transcription factor binding	0.492159159548637	-0.708953119785506	195	1	0.024390243902439	41	11917	767809	runx1t1
GO:0000988	transcription factor activity, protein binding	0.499227961874593	-0.694692450125031	199	1	0.024390243902439	41	11917	767809	runx1t1
GO:0003779	actin binding	0.557121070461589	-0.584972700984018	234	1	0.024390243902439	41	11917	567576	syne1b
GO:0016791	phosphatase activity	0.55867529763883	-0.582186837493375	235	1	0.024390243902439	41	11917	558940	sacm1la
GO:0004672	protein kinase activity	0.572497350972829	-0.557747170686144	552	2	0.0487804878048781	41	11917	334202,568412	plk3,si:ch211-45c16.2
GO:0016772	transferase activity, transferring phosphorus-containing groups	0.576048676987044	-0.551563113198839	860	3	0.0731707317073171	41	11917	334202,436817,568412	plk3,polr2f,si:ch211-45c16.2
GO:0016491	oxidoreductase activity	0.583438516903045	-0.538816202296493	563	2	0.0487804878048781	41	11917	321294,324079	cpox,adi1
GO:0022804	active transmembrane transporter activity	0.588665555775488	-0.529897073619229	255	1	0.024390243902439	41	11917	449947	slc16a12b
GO:0015075	ion transmembrane transporter activity	0.60567379905458	-0.501413723228895	586	2	0.0487804878048781	41	11917	795588,449947	slc16a9a,slc16a12b
GO:0035639	purine ribonucleoside triphosphate binding	0.630219112234247	-0.461687722866766	1548	5	0.121951219512195	41	11917	334202,445498,568412,100149555,100006464	plk3,rab4b,si:ch211-45c16.2,stard9,si:dkey-27j5.5
GO:0032550	purine ribonucleoside binding	0.63141472588354	-0.459792380539875	1550	5	0.121951219512195	41	11917	100149555,568412,445498,100006464,334202	stard9,si:ch211-45c16.2,rab4b,si:dkey-27j5.5,plk3
GO:0001883	purine nucleoside binding	0.63141472588354	-0.459792380539875	1550	5	0.121951219512195	41	11917	334202,568412,445498,100149555,100006464	plk3,si:ch211-45c16.2,rab4b,stard9,si:dkey-27j5.5
GO:0032549	ribonucleoside binding	0.633204137079682	-0.456962417390051	1553	5	0.121951219512195	41	11917	100006464,445498,568412,100149555,334202	si:dkey-27j5.5,rab4b,si:ch211-45c16.2,stard9,plk3
GO:0001882	nucleoside binding	0.633799535485961	-0.456022564628771	1554	5	0.121951219512195	41	11917	100149555,445498,568412,100006464,334202	stard9,rab4b,si:ch211-45c16.2,si:dkey-27j5.5,plk3
GO:0022891	substrate-specific transmembrane transporter activity	0.64050008225875	-0.445506029216395	624	2	0.0487804878048781	41	11917	795588,449947	slc16a9a,slc16a12b
GO:0032555	purine ribonucleotide binding	0.64149058004043	-0.443960779304829	1567	5	0.121951219512195	41	11917	568412,445498,100149555,100006464,334202	si:ch211-45c16.2,rab4b,stard9,si:dkey-27j5.5,plk3
GO:0017076	purine nucleotide binding	0.643252385998888	-0.441218118540124	1570	5	0.121951219512195	41	11917	334202,100006464,445498,568412,100149555	plk3,si:dkey-27j5.5,rab4b,si:ch211-45c16.2,stard9
GO:0032553	ribonucleotide binding	0.647926380206112	-0.433978199877094	1578	5	0.121951219512195	41	11917	100149555,568412,445498,100006464,334202	stard9,si:ch211-45c16.2,rab4b,si:dkey-27j5.5,plk3
GO:0016887	ATPase activity	0.651530732700188	-0.428430711311564	302	1	0.024390243902439	41	11917	100149555	stard9
GO:0098772	molecular function regulator	0.651868963838355	-0.427911712961853	637	2	0.0487804878048781	41	11917	557176,406311	pik3r1,pik3r3a
GO:0016773	phosphotransferase activity, alcohol group as acceptor	0.655311433671968	-0.422644685092612	641	2	0.0487804878048781	41	11917	568412,334202	si:ch211-45c16.2,plk3
GO:0042578	phosphoric ester hydrolase activity	0.656425642600825	-0.420945855019145	306	1	0.024390243902439	41	11917	558940	sacm1la
GO:0043168	anion binding	0.679170853515406	-0.38688255786897	1944	6	0.146341463414634	41	11917	334202,100006464,100149555,100002110,568412,445498	plk3,si:dkey-27j5.5,stard9,stxbp6l,si:ch211-45c16.2,rab4b
GO:0019899	enzyme binding	0.681043624751571	-0.38412891504359	327	1	0.024390243902439	41	11917	100002110	stxbp6l
GO:0097367	carbohydrate derivative binding	0.691601534102441	-0.368745306982227	1656	5	0.121951219512195	41	11917	100006464,568412,445498,100149555,334202	si:dkey-27j5.5,si:ch211-45c16.2,rab4b,stard9,plk3
GO:0044877	macromolecular complex binding	0.693243082186296	-0.366374573351334	338	1	0.024390243902439	41	11917	567576	syne1b
GO:0022857	transmembrane transporter activity	0.703087163887109	-0.352274406397791	700	2	0.0487804878048781	41	11917	449947,795588	slc16a12b,slc16a9a
GO:0022892	substrate-specific transporter activity	0.73025171690464	-0.314365986598063	737	2	0.0487804878048781	41	11917	449947,795588	slc16a12b,slc16a9a
GO:0070011	peptidase activity, acting on L-amino acid peptides	0.732936133878625	-0.310696710661457	377	1	0.024390243902439	41	11917	494031	usp2a
GO:0016301	kinase activity	0.737925747157002	-0.303912073051951	748	2	0.0487804878048781	41	11917	334202,568412	plk3,si:ch211-45c16.2
GO:0008233	peptidase activity	0.747729041328043	-0.290714610847791	393	1	0.024390243902439	41	11917	494031	usp2a
GO:0005524	ATP binding	0.796429536927875	-0.227616619423745	1201	3	0.0731707317073171	41	11917	334202,568412,100149555	plk3,si:ch211-45c16.2,stard9
GO:0032559	adenyl ribonucleotide binding	0.803076827253259	-0.219304894327706	1215	3	0.0731707317073171	41	11917	100149555,568412,334202	stard9,si:ch211-45c16.2,plk3
GO:0030554	adenyl nucleotide binding	0.804012067157104	-0.218141001013932	1217	3	0.0731707317073171	41	11917	568412,100149555,334202	si:ch211-45c16.2,stard9,plk3
GO:0005215	transporter activity	0.820725707174361	-0.197566321363956	888	2	0.0487804878048781	41	11917	795588,449947	slc16a9a,slc16a12b
GO:0017111	nucleoside-triphosphatase activity	0.821082295894105	-0.197131935948993	489	1	0.024390243902439	41	11917	100149555	stard9
GO:1901265	nucleoside phosphate binding	0.827992094261256	-0.188751672636112	1962	5	0.121951219512195	41	11917	100149555,445498,568412,100006464,334202	stard9,rab4b,si:ch211-45c16.2,si:dkey-27j5.5,plk3
GO:0000166	nucleotide binding	0.827992094261256	-0.188751672636112	1962	5	0.121951219512195	41	11917	334202,100149555,568412,445498,100006464	plk3,stard9,si:ch211-45c16.2,rab4b,si:dkey-27j5.5
GO:0016462	pyrophosphatase activity	0.838812540935625	-0.175768029022235	518	1	0.024390243902439	41	11917	100149555	stard9
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	0.839392301065591	-0.175077100074208	519	1	0.024390243902439	41	11917	100149555	stard9
GO:0016788	hydrolase activity, acting on ester bonds	0.841691065076902	-0.172342238150756	523	1	0.024390243902439	41	11917	558940	sacm1la
GO:0016817	hydrolase activity, acting on acid anhydrides	0.843957718367194	-0.169652882362397	527	1	0.024390243902439	41	11917	100149555	stard9
GO:0036094	small molecule binding	0.85436302763771	-0.157399084608444	2041	5	0.121951219512195	41	11917	334202,100006464,100149555,445498,568412	plk3,si:dkey-27j5.5,stard9,rab4b,si:ch211-45c16.2
GO:0005488	binding	0.862526133042291	-0.147889831356165	7241	22	0.536585365853659	41	11917	436766,368924,100149555,100006464,436817,641576,100037315,767809,334202,324079,445498,568412,565869,405850,323656,100002110,492346,567159,402815,567576,100003969,724016	jdp2b,fkbp5,stard9,si:dkey-27j5.5,polr2f,zgc:122979,adrb2b,runx1t1,plk3,adi1,rab4b,si:ch211-45c16.2,klf9,foxg1b,her8a,stxbp6l,fosb,tnfaip2a,nr1d2a,syne1b,zgc:165551,npas4a
GO:0046914	transition metal ion binding	0.869270940249432	-0.140100418364848	999	2	0.0487804878048781	41	11917	324079,402815	adi1,nr1d2a
GO:0016740	transferase activity	0.898444162494667	-0.107090719937624	1848	4	0.0975609756097561	41	11917	568412,436817,334202,553189	si:ch211-45c16.2,polr2f,plk3,dnmt3ab
GO:0016787	hydrolase activity	0.938386178981919	-0.0635937100314707	1661	3	0.0731707317073171	41	11917	100149555,494031,558940	stard9,usp2a,sacm1la
GO:0043167	ion binding	0.94829488190938	-0.0530897682288381	4175	10	0.24390243902439	41	11917	100002110,767809,334202,402815,324079,568412,445498,565869,100149555,100006464	stxbp6l,runx1t1,plk3,nr1d2a,adi1,si:ch211-45c16.2,rab4b,klf9,stard9,si:dkey-27j5.5
GO:0008270	zinc ion binding	0.949201357697516	-0.0521343240617582	834	1	0.024390243902439	41	11917	402815	nr1d2a
GO:0003824	catalytic activity	0.967934754165727	-0.0325905966985819	4379	10	0.24390243902439	41	11917	558940,436817,494031,568412,100149555,368924,553189,324079,321294,334202	sacm1la,polr2f,usp2a,si:ch211-45c16.2,stard9,fkbp5,dnmt3ab,adi1,cpox,plk3
GO:0046872	metal ion binding	0.981965518153965	-0.0181990851403441	2483	4	0.0975609756097561	41	11917	767809,565869,402815,324079	runx1t1,klf9,nr1d2a,adi1
