TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
GO:0071267	L-methionine salvage	0.0311009044896406	-3.47051837695167	8	1	0.0217391304347826	46	11674	324079	adi1
GO:0010033	response to organic substance	0.0340834731026978	-3.3789426719231	461	5	0.108695652173913	46	11674	402815,406311,100333821,406304,557176	nr1d2a,pik3r3a,tnfrsf11a,gadd45ba,pik3r1
GO:1901701	cellular response to oxygen-containing compound	0.0342868317941313	-3.37299391123114	74	2	0.0434782608695652	46	11674	406311,557176	pik3r3a,pik3r1
GO:0050790	regulation of catalytic activity	0.0345840288053671	-3.36436329870693	314	4	0.0869565217391304	46	11674	406304,568412,557176,406311	gadd45ba,si:ch211-45c16.2,pik3r1,pik3r3a
GO:0032922	circadian regulation of gene expression	0.0349213535205087	-3.35465678815169	9	1	0.0217391304347826	46	11674	402815	nr1d2a
GO:0001932	regulation of protein phosphorylation	0.0361374405451943	-3.32042581687951	185	3	0.0652173913043478	46	11674	568412,406304,100333821	si:ch211-45c16.2,gadd45ba,tnfrsf11a
GO:0006940	regulation of smooth muscle contraction	0.0387270644277624	-3.25121658415145	10	1	0.0217391304347826	46	11674	100037315	adrb2b
GO:0006305	DNA alkylation	0.0387270644277624	-3.25121658415145	10	1	0.0217391304347826	46	11674	553189	dnmt3ab
GO:0006306	DNA methylation	0.0387270644277624	-3.25121658415145	10	1	0.0217391304347826	46	11674	553189	dnmt3ab
GO:0071265	L-methionine biosynthetic process	0.0387270644277624	-3.25121658415145	10	1	0.0217391304347826	46	11674	324079	adi1
GO:0032270	positive regulation of cellular protein metabolic process	0.0407031189729175	-3.20145055622855	194	3	0.0652173913043478	46	11674	568412,406304,100333821	si:ch211-45c16.2,gadd45ba,tnfrsf11a
GO:0007611	learning or memory	0.0425180928099677	-3.1578255804662	11	1	0.0217391304347826	46	11674	724016	npas4a
GO:0046686	response to cadmium ion	0.0425180928099677	-3.1578255804662	11	1	0.0217391304347826	46	11674	406304	gadd45ba
GO:0007612	learning	0.0425180928099677	-3.1578255804662	11	1	0.0217391304347826	46	11674	724016	npas4a
GO:0051247	positive regulation of protein metabolic process	0.0444479338349479	-3.1134368010059	201	3	0.0652173913043478	46	11674	568412,406304,100333821	si:ch211-45c16.2,gadd45ba,tnfrsf11a
GO:0010243	response to organonitrogen compound	0.0450444280217493	-3.10010598688922	86	2	0.0434782608695652	46	11674	557176,406311	pik3r1,pik3r3a
GO:0060255	regulation of macromolecule metabolic process	0.0450492603244714	-3.09999871405323	1817	12	0.260869565217391	46	11674	402815,767809,100333821,393541,406304,323656,724016,553189,568412,405850,436766,492346	nr1d2a,runx1t1,tnfrsf11a,tsc22d3,gadd45ba,her8a,npas4a,dnmt3ab,si:ch211-45c16.2,foxg1b,jdp2b,fosb
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process	0.0462944940558644	-3.07273224384118	12	1	0.0217391304347826	46	11674	415220	mpdu1b
GO:0009086	methionine biosynthetic process	0.0462944940558644	-3.07273224384118	12	1	0.0217391304347826	46	11674	324079	adi1
GO:0050890	cognition	0.0462944940558644	-3.07273224384118	12	1	0.0217391304347826	46	11674	724016	npas4a
GO:0035879	plasma membrane lactate transport	0.0462944940558644	-3.07273224384118	12	1	0.0217391304347826	46	11674	449947	slc16a12b
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	0.0462944940558644	-3.07273224384118	12	1	0.0217391304347826	46	11674	100037315	adrb2b
GO:0015727	lactate transport	0.0462944940558644	-3.07273224384118	12	1	0.0217391304347826	46	11674	449947	slc16a12b
GO:0035873	lactate transmembrane transport	0.0462944940558644	-3.07273224384118	12	1	0.0217391304347826	46	11674	449947	slc16a12b
GO:0042541	hemoglobin biosynthetic process	0.0500563233515157	-2.9946064405116	13	1	0.0217391304347826	46	11674	321294	cpox
GO:0006893	Golgi to plasma membrane transport	0.0500563233515157	-2.9946064405116	13	1	0.0217391304347826	46	11674	100002110	stxbp6l
GO:0071495	cellular response to endogenous stimulus	0.0512557448926026	-2.97092757178043	213	3	0.0652173913043478	46	11674	402815,406311,557176	nr1d2a,pik3r3a,pik3r1
GO:0045859	regulation of protein kinase activity	0.0528192388812526	-2.94087978188655	94	2	0.0434782608695652	46	11674	568412,406304	si:ch211-45c16.2,gadd45ba
GO:0020027	hemoglobin metabolic process	0.0538036356858996	-2.92241423629285	14	1	0.0217391304347826	46	11674	321294	cpox
GO:0044255	cellular lipid metabolic process	0.0571131491712076	-2.86272090562274	370	4	0.0869565217391304	46	11674	406311,558940,557176,415220	pik3r3a,sacm1la,pik3r1,mpdu1b
GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway	0.0575364858380875	-2.85533599609731	15	1	0.0217391304347826	46	11674	100037315	adrb2b
GO:0000097	sulfur amino acid biosynthetic process	0.0575364858380875	-2.85533599609731	15	1	0.0217391304347826	46	11674	324079	adi1
GO:0007254	JNK cascade	0.0575364858380875	-2.85533599609731	15	1	0.0217391304347826	46	11674	568412	si:ch211-45c16.2
GO:0071875	adrenergic receptor signaling pathway	0.0575364858380875	-2.85533599609731	15	1	0.0217391304347826	46	11674	100037315	adrb2b
GO:0051092	positive regulation of NF-kappaB transcription factor activity	0.0575364858380875	-2.85533599609731	15	1	0.0217391304347826	46	11674	568412	si:ch211-45c16.2
GO:0006555	methionine metabolic process	0.0575364858380875	-2.85533599609731	15	1	0.0217391304347826	46	11674	324079	adi1
GO:0010468	regulation of gene expression	0.0583967819655928	-2.84049449399509	1477	10	0.217391304347826	46	11674	724016,323656,393541,402815,767809,436766,492346,568412,405850,553189	npas4a,her8a,tsc22d3,nr1d2a,runx1t1,jdp2b,fosb,si:ch211-45c16.2,foxg1b,dnmt3ab
GO:0030513	positive regulation of BMP signaling pathway	0.0612549283834669	-2.79271096939077	16	1	0.0217391304347826	46	11674	393541	tsc22d3
GO:0003073	regulation of systemic arterial blood pressure	0.0612549283834669	-2.79271096939077	16	1	0.0217391304347826	46	11674	100037315	adrb2b
GO:0048167	regulation of synaptic plasticity	0.0612549283834669	-2.79271096939077	16	1	0.0217391304347826	46	11674	724016	npas4a
GO:0044728	DNA methylation or demethylation	0.0612549283834669	-2.79271096939077	16	1	0.0217391304347826	46	11674	553189	dnmt3ab
GO:0030900	forebrain development	0.0631539954458357	-2.76217916305267	104	2	0.0434782608695652	46	11674	322795,724016	csrnp1b,npas4a
GO:0006355	regulation of transcription, DNA-templated	0.0649178060902868	-2.73463333095658	1303	9	0.195652173913043	46	11674	393541,767809,402815,724016,323656,492346,436766,405850,568412	tsc22d3,runx1t1,nr1d2a,npas4a,her8a,fosb,jdp2b,foxg1b,si:ch211-45c16.2
GO:1903506	regulation of nucleic acid-templated transcription	0.0649178060902868	-2.73463333095658	1303	9	0.195652173913043	46	11674	568412,405850,492346,436766,402815,767809,393541,323656,724016	si:ch211-45c16.2,foxg1b,fosb,jdp2b,nr1d2a,runx1t1,tsc22d3,her8a,npas4a
GO:0006304	DNA modification	0.0649590177057544	-2.73399870476776	17	1	0.0217391304347826	46	11674	553189	dnmt3ab
GO:0045185	maintenance of protein location	0.0649590177057544	-2.73399870476776	17	1	0.0217391304347826	46	11674	567576	syne1b
GO:0051403	stress-activated MAPK cascade	0.0649590177057544	-2.73399870476776	17	1	0.0217391304347826	46	11674	568412	si:ch211-45c16.2
GO:0032507	maintenance of protein location in cell	0.0649590177057544	-2.73399870476776	17	1	0.0217391304347826	46	11674	567576	syne1b
GO:0033993	response to lipid	0.0652978411949619	-2.72879630304774	106	2	0.0434782608695652	46	11674	402815,100333821	nr1d2a,tnfrsf11a
GO:2001141	regulation of RNA biosynthetic process	0.0654311934849385	-2.72675616962894	1305	9	0.195652173913043	46	11674	402815,767809,393541,323656,724016,568412,405850,492346,436766	nr1d2a,runx1t1,tsc22d3,her8a,npas4a,si:ch211-45c16.2,foxg1b,fosb,jdp2b
GO:1901698	response to nitrogen compound	0.0674661286887913	-2.69612960424909	108	2	0.0434782608695652	46	11674	557176,406311	pik3r1,pik3r3a
GO:0032845	negative regulation of homeostatic process	0.0686488079747905	-2.67875151072385	18	1	0.0217391304347826	46	11674	393541	tsc22d3
GO:0031098	stress-activated protein kinase signaling cascade	0.0686488079747905	-2.67875151072385	18	1	0.0217391304347826	46	11674	568412	si:ch211-45c16.2
GO:0006887	exocytosis	0.0696583602842089	-2.66415255316415	110	2	0.0434782608695652	46	11674	100002110,567159	stxbp6l,tnfaip2a
GO:0065009	regulation of molecular function	0.071286950929126	-2.64104198473323	399	4	0.0869565217391304	46	11674	406304,568412,557176,406311	gadd45ba,si:ch211-45c16.2,pik3r1,pik3r3a
GO:0009953	dorsal/ventral pattern formation	0.0718740443441755	-2.63284007603405	112	2	0.0434782608695652	46	11674	393541,378866	tsc22d3,ddit4
GO:0006937	regulation of muscle contraction	0.0723243531746082	-2.62659437147679	19	1	0.0217391304347826	46	11674	100037315	adrb2b
GO:0000413	protein peptidyl-prolyl isomerization	0.0723243531746082	-2.62659437147679	19	1	0.0217391304347826	46	11674	368924	fkbp5
GO:0061077	chaperone-mediated protein folding	0.0723243531746082	-2.62659437147679	19	1	0.0217391304347826	46	11674	368924	fkbp5
GO:0003002	regionalization	0.0724097132875585	-2.62541482715894	246	3	0.0652173913043478	46	11674	378866,406304,393541	ddit4,gadd45ba,tsc22d3
GO:0051252	regulation of RNA metabolic process	0.0748470793610079	-2.59230818877081	1340	9	0.195652173913043	46	11674	393541,767809,402815,724016,323656,492346,436766,405850,568412	tsc22d3,runx1t1,nr1d2a,npas4a,her8a,fosb,jdp2b,foxg1b,si:ch211-45c16.2
GO:0009719	response to endogenous stimulus	0.0759124111337723	-2.57817508839938	251	3	0.0652173913043478	46	11674	406311,402815,557176	pik3r3a,nr1d2a,pik3r1
GO:0009067	aspartate family amino acid biosynthetic process	0.0759857070795902	-2.57721002112443	20	1	0.0217391304347826	46	11674	324079	adi1
GO:0006457	protein folding	0.0763738330052535	-2.5721151414074	116	2	0.0434782608695652	46	11674	368924,641576	fkbp5,zgc:122979
GO:0030100	regulation of endocytosis	0.0796329232699837	-2.530327662725	21	1	0.0217391304347826	46	11674	445498	rab4b
GO:0000096	sulfur amino acid metabolic process	0.0796329232699837	-2.530327662725	21	1	0.0217391304347826	46	11674	324079	adi1
GO:0018208	peptidyl-proline modification	0.0796329232699837	-2.530327662725	21	1	0.0217391304347826	46	11674	368924	fkbp5
GO:0090257	regulation of muscle system process	0.0796329232699837	-2.530327662725	21	1	0.0217391304347826	46	11674	100037315	adrb2b
GO:0051241	negative regulation of multicellular organismal process	0.0798066676136941	-2.5281482239605	119	2	0.0434782608695652	46	11674	100037315,323656	adrb2b,her8a
GO:0010646	regulation of cell communication	0.081205726026468	-2.51076951673341	773	6	0.130434782608696	46	11674	724016,378866,406304,568412,393541,100333821	npas4a,ddit4,gadd45ba,si:ch211-45c16.2,tsc22d3,tnfrsf11a
GO:0031399	regulation of protein modification process	0.0824050205036252	-2.49610891548072	260	3	0.0652173913043478	46	11674	100333821,406304,568412	tnfrsf11a,gadd45ba,si:ch211-45c16.2
GO:0006779	porphyrin-containing compound biosynthetic process	0.0832660551248841	-2.48571431436263	22	1	0.0217391304347826	46	11674	321294	cpox
GO:0033014	tetrapyrrole biosynthetic process	0.0832660551248841	-2.48571431436263	22	1	0.0217391304347826	46	11674	321294	cpox
GO:0023051	regulation of signaling	0.0860278115159146	-2.45308464528788	785	6	0.130434782608696	46	11674	393541,100333821,724016,378866,406304,568412	tsc22d3,tnfrsf11a,npas4a,ddit4,gadd45ba,si:ch211-45c16.2
GO:0007416	synapse assembly	0.0868851558347892	-2.44316808023424	23	1	0.0217391304347826	46	11674	724016	npas4a
GO:0019219	regulation of nucleobase-containing compound metabolic process	0.0903631254598947	-2.40391899900426	1392	9	0.195652173913043	46	11674	568412,405850,492346,436766,767809,402815,393541,323656,724016	si:ch211-45c16.2,foxg1b,fosb,jdp2b,runx1t1,nr1d2a,tsc22d3,her8a,npas4a
GO:0051651	maintenance of location in cell	0.0904902783841531	-2.4025128552159	24	1	0.0217391304347826	46	11674	567576	syne1b
GO:0032496	response to lipopolysaccharide	0.0904902783841531	-2.4025128552159	24	1	0.0217391304347826	46	11674	100333821	tnfrsf11a
GO:0031325	positive regulation of cellular metabolic process	0.091770233254196	-2.38846729042843	436	4	0.0869565217391304	46	11674	724016,568412,406304,100333821	npas4a,si:ch211-45c16.2,gadd45ba,tnfrsf11a
GO:0032940	secretion by cell	0.0927923401836453	-2.3773911837212	130	2	0.0434782608695652	46	11674	100002110,567159	stxbp6l,tnfaip2a
GO:0010604	positive regulation of macromolecule metabolic process	0.0935449878992321	-2.36931280440248	439	4	0.0869565217391304	46	11674	100333821,568412,406304,724016	tnfrsf11a,si:ch211-45c16.2,gadd45ba,npas4a
GO:0006892	post-Golgi vesicle-mediated transport	0.0940814755703341	-2.36359411074633	25	1	0.0217391304347826	46	11674	100002110	stxbp6l
